no,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average,status
920,female,group C,some high school,standard,completed,married,sometimes,yes,3,private,10-May,49,62,67,59.33333333,Average
921,male,group C,some college,standard,none,married,sometimes,yes,4,private,10-May,75,65,63,67.66666667,Average
922,female,group C,some college,standard,none,married,,no,4,school_bus,10-May,62,64,67,64.33333333,Average
923,female,group E,some high school,standard,none,married,sometimes,no,2,private,10-May,93,92,89,91.33333333,Good
924,male,group B,some high school,free/reduced,none,married,never,yes,1,school_bus,10-May,43,45,43,43.66666667,Poor
925,male,group C,high school,standard,completed,married,sometimes,no,3,,< 5,69,70,67,68.66666667,Average
926,female,group A,bachelor's degree,standard,completed,married,sometimes,yes,1,private,> 10,83,81,85,83,Good
927,female,,high school,free/reduced,completed,married,regularly,yes,1,private,10-May,72,75,83,76.66666667,Good
928,female,group C,some college,free/reduced,none,married,sometimes,yes,3,,> 10,71,70,70,70.33333333,Average
929,male,group C,bachelor's degree,standard,none,married,sometimes,yes,4,school_bus,10-May,58,58,58,58,Average
930,female,group D,associate's degree,free/reduced,none,single,regularly,no,3,private,10-May,38,55,50,47.66666667,Poor
931,male,group C,high school,standard,none,,regularly,yes,0,school_bus,< 5,57,57,54,56,Average
932,male,,associate's degree,standard,none,divorced,regularly,,1,school_bus,< 5,79,87,81,82.33333333,Good
933,female,group C,high school,standard,completed,married,sometimes,yes,2,school_bus,10-May,70,79,80,76.33333333,Good
934,male,group C,some college,free/reduced,none,single,regularly,yes,1,school_bus,> 10,67,61,58,62,Average
935,female,group D,master's degree,standard,completed,married,never,yes,7,private,< 5,61,69,78,69.33333333,Average
936,female,group D,some college,free/reduced,none,married,sometimes,yes,2,school_bus,10-May,63,68,63,64.66666667,Average
937,male,group C,high school,standard,completed,married,sometimes,yes,4,school_bus,10-May,86,75,71,77.33333333,Good
939,female,group B,,standard,none,divorced,sometimes,yes,3,private,> 10,74,73,74,73.66666667,Average
940,female,group C,some college,free/reduced,none,married,,yes,2,school_bus,10-May,43,50,53,48.66666667,Poor
941,male,group B,some high school,standard,none,married,sometimes,yes,2,private,10-May,52,51,44,49,Poor
942,male,group D,associate's degree,standard,none,married,never,no,2,,> 10,79,74,71,74.66666667,Average
943,male,group E,associate's degree,standard,none,single,sometimes,yes,,school_bus,< 5,86,70,68,74.66666667,Average
944,male,group E,associate's degree,free/reduced,completed,single,sometimes,yes,2,private,10-May,67,63,64,64.66666667,Average
945,male,group C,,standard,completed,married,sometimes,yes,0,school_bus,> 10,91,76,84,83.66666667,Good
946,male,group C,some high school,standard,none,married,regularly,yes,3,private,< 5,66,73,63,67.33333333,Average
947,female,group B,high school,free/reduced,none,single,never,yes,1,private,> 10,39,55,48,47.33333333,Poor
948,male,,some college,standard,none,married,never,no,2,school_bus,> 10,75,77,71,74.33333333,Average
949,male,group C,high school,standard,none,married,regularly,yes,1,private,10-May,75,66,69,70,Average
950,male,group C,some high school,standard,none,divorced,never,yes,2,,10-May,66,65,63,64.66666667,Average
951,male,group B,associate's degree,free/reduced,none,divorced,sometimes,no,2,private,< 5,71,76,76,74.33333333,Average
952,female,group C,some college,standard,none,married,sometimes,yes,1,school_bus,10-May,81,91,92,88,Good
953,female,group B,some high school,free/reduced,none,married,never,no,3,school_bus,10-May,39,55,52,48.66666667,Poor
954,male,group D,some college,standard,completed,married,sometimes,yes,,private,< 5,94,90,95,93,Good
955,female,group D,associate's degree,standard,none,married,sometimes,yes,2,school_bus,10-May,62,67,76,68.33333333,Average
956,female,group B,high school,standard,completed,married,,yes,3,school_bus,,58,65,65,62.66666667,Average
957,male,group A,some college,standard,none,divorced,sometimes,yes,2,school_bus,< 5,62,61,56,59.66666667,Average
958,female,group C,,free/reduced,none,married,never,yes,3,private,< 5,58,61,56,58.33333333,Average
959,male,group D,associate's degree,standard,none,married,sometimes,yes,5,school_bus,10-May,91,81,77,83,Good
960,female,group A,some high school,free/reduced,none,married,never,yes,4,private,10-May,51,66,60,59,Average
961,female,group C,some college,standard,none,married,regularly,,2,school_bus,10-May,50,59,61,56.66666667,Average
962,female,group C,high school,standard,none,married,regularly,yes,,school_bus,10-May,49,60,50,53,Average
963,male,group B,some high school,standard,completed,married,regularly,yes,2,school_bus,10-May,75,76,76,75.66666667,Good
965,female,,some college,standard,,married,sometimes,yes,3,school_bus,10-May,60,53,59,57.33333333,Average
966,male,group C,,standard,none,widowed,sometimes,no,3,school_bus,10-May,68,70,63,67,Average
967,female,group E,some high school,standard,none,married,never,yes,3,school_bus,> 10,71,64,66,67,Average
968,female,group A,associate's degree,free/reduced,,married,sometimes,no,1,private,< 5,57,73,70,66.66666667,Average
969,male,group B,high school,free/reduced,none,widowed,sometimes,no,2,school_bus,< 5,44,39,40,41,Poor
971,male,group D,some college,standard,none,married,regularly,yes,2,private,10-May,81,64,73,72.66666667,Average
972,female,group B,bachelor's degree,standard,completed,married,never,yes,2,,10-May,75,78,82,78.33333333,Good
973,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,3,,10-May,91,85,86,87.33333333,Good
974,female,group B,associate's degree,standard,completed,single,regularly,no,1,school_bus,10-May,94,98,99,97,Good
975,male,group D,associate's degree,standard,none,divorced,sometimes,yes,5,private,10-May,69,65,60,64.66666667,Average
976,male,group D,high school,standard,completed,,sometimes,yes,2,school_bus,< 5,89,84,86,86.33333333,Good
977,male,group D,some college,standard,completed,married,regularly,yes,2,school_bus,10-May,95,88,96,93,Good
978,male,group C,some high school,standard,none,married,sometimes,yes,7,school_bus,10-May,51,55,55,53.66666667,Average
979,male,group C,master's degree,standard,completed,married,regularly,yes,1,private,10-May,86,85,96,89,Good
980,male,group A,some college,standard,none,married,sometimes,yes,1,,< 5,72,67,67,68.66666667,Average
981,female,group C,high school,standard,none,married,regularly,,1,private,< 5,83,89,86,86,Good
982,female,group D,bachelor's degree,standard,none,single,regularly,yes,1,private,> 10,78,74,84,78.66666667,Good
983,female,,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,10-May,86,89,94,89.66666667,Good
984,male,group E,some high school,standard,none,married,sometimes,yes,3,,< 5,49,37,34,40,Poor
985,male,group C,high school,standard,none,single,sometimes,no,5,private,< 5,69,65,57,63.66666667,Average
986,male,,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,10-May,68,66,58,64,Average
987,male,group D,associate's degree,free/reduced,none,divorced,regularly,yes,3,school_bus,< 5,52,54,58,54.66666667,Average
988,male,group E,high school,free/reduced,none,single,regularly,yes,2,private,10-May,53,47,45,48.33333333,Poor
989,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,4,private,10-May,61,61,60,60.66666667,Average
990,male,,high school,standard,none,,never,no,1,school_bus,10-May,87,82,78,82.33333333,Good
991,female,,some college,standard,completed,married,regularly,yes,5,private,,98,100,100,99.33333333,Good
992,male,,high school,free/reduced,none,married,never,no,1,school_bus,< 5,38,47,43,42.66666667,Poor
993,female,group E,some college,free/reduced,none,married,sometimes,yes,3,private,10-May,63,66,61,63.33333333,Average
994,female,group D,some high school,standard,completed,divorced,sometimes,yes,2,private,> 10,46,63,63,57.33333333,Average
995,female,,some college,free/reduced,none,,regularly,no,3,private,> 10,49,59,59,55.66666667,Average
996,female,group C,some college,standard,none,married,regularly,yes,2,private,10-May,62,66,61,63,Average
997,female,group E,some high school,standard,completed,married,regularly,no,3,private,10-May,87,88,89,88,Good
998,male,group D,associate's degree,standard,,,regularly,yes,0,school_bus,10-May,80,82,80,80.66666667,Good
999,male,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,< 5,75,69,64,69.33333333,Average
0,female,group E,associate's degree,free/reduced,none,single,regularly,yes,0,school_bus,< 5,74,77,68,73,Average
1,female,group D,some high school,standard,,married,regularly,yes,2,school_bus,10-May,93,100,100,97.66666667,Good
2,female,group E,associate's degree,standard,completed,married,sometimes,yes,1,private,< 5,92,94,98,94.66666667,Good
3,female,group D,associate's degree,standard,completed,married,regularly,yes,0,school_bus,< 5,42,59,66,55.66666667,Average
4,female,group C,some college,standard,none,single,sometimes,no,1,private,10-May,65,84,78,75.66666667,Good
5,male,group D,some high school,free/reduced,completed,married,regularly,yes,1,private,10-May,85,88,84,85.66666667,Good
6,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,3,private,< 5,70,68,59,65.66666667,Average
7,male,group C,some high school,standard,none,married,sometimes,no,4,,< 5,36,33,28,32.33333333,Poor
8,male,group D,some college,standard,completed,divorced,sometimes,yes,1,private,< 5,72,65,62,66.33333333,Average
9,male,group A,,standard,none,married,regularly,yes,0,,10-May,66,56,56,59.33333333,Average
10,male,group B,some college,standard,completed,married,never,no,1,private,< 5,63,57,53,57.66666667,Average
11,female,group A,high school,standard,completed,married,,no,4,school_bus,10-May,51,60,61,57.33333333,Average
12,female,group B,associate's degree,free/reduced,none,single,sometimes,yes,3,school_bus,10-May,53,69,71,64.33333333,Average
13,male,group C,master's degree,standard,none,married,never,yes,3,school_bus,< 5,63,62,60,61.66666667,Average
14,male,group E,bachelor's degree,standard,none,single,sometimes,yes,,school_bus,10-May,100,100,92,97.33333333,Good
15,female,group C,master's degree,free/reduced,,married,sometimes,no,2,school_bus,< 5,44,56,60,53.33333333,Average
16,female,group C,bachelor's degree,free/reduced,,married,,yes,1,school_bus,10-May,72,74,81,75.66666667,Good
18,female,group D,associate's degree,standard,none,divorced,regularly,yes,2,,> 10,77,76,82,78.33333333,Good
19,female,group D,some college,standard,none,married,sometimes,yes,1,private,10-May,73,85,92,83.33333333,Good
20,female,group D,associate's degree,standard,none,married,regularly,yes,1,private,10-May,72,78,82,77.33333333,Good
21,male,group C,some high school,standard,none,married,regularly,yes,2,private,10-May,79,70,69,72.66666667,Average
22,female,group B,associate's degree,free/reduced,none,married,regularly,yes,0,,10-May,39,54,53,48.66666667,Poor
23,male,group C,high school,free/reduced,completed,married,regularly,no,1,school_bus,10-May,86,80,85,83.66666667,Good
24,female,group B,some college,standard,completed,divorced,regularly,yes,2,school_bus,10-May,52,62,58,57.33333333,Average
25,female,group C,some college,standard,none,single,regularly,yes,3,private,< 5,54,68,64,62,Average
26,male,,some college,standard,none,married,sometimes,yes,0,private,10-May,39,54,44,45.66666667,Poor
27,male,group C,master's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,58,56,56,56.66666667,Average
28,female,group C,some high school,standard,none,single,never,no,2,private,10-May,69,71,75,71.66666667,Average
29,female,group D,bachelor's degree,standard,none,married,sometimes,no,,private,< 5,74,84,82,80,Good
30,female,group C,,standard,none,divorced,sometimes,no,3,school_bus,> 10,75,82,80,79,Good
31,male,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,83,78,70,77,Good
33,female,group E,bachelor's degree,standard,none,married,never,no,4,private,< 5,65,75,72,70.66666667,Average
34,male,group D,some high school,free/reduced,none,married,regularly,yes,2,private,10-May,66,65,63,64.66666667,Average
35,male,group A,some college,free/reduced,completed,single,never,no,1,private,10-May,76,65,68,69.66666667,Average
36,male,group C,associate's degree,free/reduced,none,married,regularly,yes,5,private,10-May,50,46,45,47,Poor
37,female,group D,bachelor's degree,free/reduced,none,single,,yes,3,private,< 5,40,65,65,56.66666667,Average
38,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,3,school_bus,10-May,78,84,79,80.33333333,Good
39,male,group A,associate's degree,standard,none,single,sometimes,yes,3,,10-May,73,62,60,65,Average
40,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,2,private,< 5,62,78,74,71.33333333,Average
41,male,group C,high school,standard,completed,single,sometimes,yes,1,private,10-May,81,75,76,77.33333333,Good
42,male,group B,master's degree,free/reduced,none,married,sometimes,yes,2,school_bus,10-May,76,74,74,74.66666667,Average
43,male,group C,some high school,standard,none,divorced,regularly,yes,4,private,10-May,56,55,50,53.66666667,Average
44,female,group B,some high school,free/reduced,completed,married,regularly,yes,4,school_bus,< 5,72,88,89,83,Good
45,male,group A,some college,free/reduced,completed,divorced,sometimes,yes,2,private,10-May,45,42,41,42.66666667,Poor
46,male,group A,associate's degree,standard,none,single,sometimes,yes,1,private,10-May,73,75,70,72.66666667,Average
47,male,group C,some high school,standard,none,married,never,yes,3,private,< 5,79,73,69,73.66666667,Average
48,male,group D,some college,free/reduced,none,divorced,sometimes,no,1,school_bus,> 10,61,62,59,60.66666667,Average
49,male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,60,52,52,54.66666667,Average
50,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,68,72,76,72,Average
51,female,group B,high school,standard,completed,married,regularly,yes,1,private,> 10,68,67,70,68.33333333,Average
52,male,group E,high school,free/reduced,none,married,regularly,yes,4,private,10-May,83,70,63,72,Average
